number	string
1245	你媽比
1246	你媽的
1247	你媽了妹
1248	你說我說論壇
1249	你爺 
1250	娘餓比
1251	捏你鶏巴
1252	儂著岡巒
1253	儂著卵拋
1254	奴隸魔族士兵
1255	女幹
1256	女主人羅姬馬莉
1257	儺
1258	諾姆
1259	潘國平
1260	蹣 
1261	龐建國
1262	泡沫經濟
1263	轡
1264	噴你
1265	皮條客
1266	羆
1267	諞
1268	潑婦 
1269	齊墨
1270	齊諾
1271	騎你
1272	磧
1273	僉
1274	鈐
1275	錢達
1276	錢國梁
1277	錢其琛
1278	膁
1279	槧
1280	錆
1281	繰
1282	喬石
1283	喬伊
1284	橋侵襲兵
1285	譙
1286	鞽
1287	篋
1288	親美
1289	親民黨
1290	親日
1291	欽本立
1292	禽獸
1293	唚
1294	輕舟快訊
1295	情婦
1296	情獸
1297	檾
1298	慶紅
1299	丘垂貞
1300	詘
1301	去你媽的
1302	闃
1303	全國兩會
1304	全國人大
1305	綣
1306	瘸腿幫
1307	愨
1308	讓你操
1309	熱比婭
1310	熱站政論網
1311	人民報
1312	人民大會堂
1313	人民內情真相
1314	人民真實
1315	人民之聲論壇
1316	人權
1317	日本帝國
1318	日軍
1319	日內瓦金融
1320	日你媽
1321	日你爺爺
1322	日朱駿
1323	顬
1324	乳頭
1325	乳暈
1326	瑞士金融大學
1327	薩達姆
1328	三K黨
1329	三個代表
1330	三級片
1331	三去車侖工力
1332	㈢
1333	毿
1334	糝
1335	騷B
1336	騷棒
1337	騷包
1338	騷逼
1339	騷棍
1340	騷貨
1341	騷鶏
1342	騷卵 
1343	殺你全家
1344	殺你一家
1345	殺人犯
1346	傻鳥
1347	煞筆
1348	山口組
1349	善惡有報
1350	上訪
1351	上海幫
1352	上海孤兒院
1353	社會主義
1354	射了還說要
1355	灄
1356	詵
1357	神經病
1358	諗
1359	生孩子沒屁眼
1360	生命分流的圖騰
1361	澠
1362	聖射手
1363	聖戰
1364	盛華仁
1365	濕了還說不要
1366	濕了還說要
1367	釃
1368	鯴
1369	㈩
1370	石化圖騰
1371	石拳戰鬥兵
1372	時代論壇
1373	時事論壇
1374	鰣
1375	史萊姆
1376	史萊姆王
1377	士兵管理員瓦爾臣
1378	世界經濟導報
1379	事實獨立
1380	侍從貝赫爾特
1381	侍從倫斯韋
1382	貰
1383	攄
1384	數據中國
1385	雙十節
1386	氵去車侖工力
1387	氵去車侖工力?
1388	稅力
1389	司馬晋
1390	司馬璐
1391	司徒華
1392	私?服
1393	私處
1394	思科羅
1395	斯諾
1396	斯皮爾德
1397	四川獨
1398	四川獨立
1399	四人幫
1400	㈣
1401	宋書元
1402	藪
1403	蘇菲爾
1404	蘇拉
1405	蘇南成
1406	蘇紹智
1407	蘇特勒守護兵
1408	蘇特勤
1409	蘇特勤護衛兵
1410	蘇特勤魔法師
1411	蘇曉康
1412	蘇盈貴
1413	蘇貞昌
1414	誶
1415	碎片製造商人馬克
1416	碎片製造商人蘇克
1417	孫大千
1418	孫中山
1419	他媽
1420	他媽的
1421	他嗎的
1422	他母親
1423	塔內
1424	塔烏
1425	鰨
1426	闥
1427	臺盟
1428	臺灣帝國
1429	臺灣獨立
1430	臺灣獨
1431	臺灣共産黨
1432	臺灣狗
1433	臺灣建國運動組織
1434	臺灣民國
1435	臺灣青年獨立聯盟
1436	臺灣政論區
1437	臺灣自由聯盟
1438	鮐
1439	太監
1440	泰奴橋警衛兵
1441	泰奴橋掠奪者
1442	湯光中
1443	唐柏橋
1444	鞀
1445	謄
1446	天安門錄影帶
1447	天安門事件
1448	天安門屠殺
1449	天安門一代
1450	天閹
1451	田紀雲
1452	齠
1453	鰷
1454	銚
1455	庭院警衛兵
1456	統獨
1457	統獨論壇
1458	統戰
1459	頭領奧馬
1460	頭領墳墓管理員
1461	圖書管理員卡特
1462	屠殺
1463	團長戈登
1464	團員馬爾汀
1465	摶
1466	鼉
1467	籜
1468	膃
1469	外交論壇
1470	外交與方略
1471	晚年周恩來
1472	綰
1473	萬里
1474	萬潤南
1475	萬維讀者論壇
1476	萬曉東
1477	王寶森
1478	王超華
1479	王輔臣
1480	王剛
1481	王涵萬
1482	王滬寧
1483	王軍濤
1484	王樂泉
1485	王潤生
1486	王世堅
1487	王世勛
1488	王秀麗
1489	王兆國
1490	網禪
1491	網特
1492	猥褻
1493	鮪
1494	溫B
1495	溫逼
1496	溫比
1497	溫家寶
1498	溫元凱
1499	閿
1500	無界瀏覽器
1501	吳百益
1502	吳敦義
1503	吳方城
1504	吳弘達
1505	吳宏達
1506	吳仁華
1507	吳淑珍
1508	吳學燦
1509	吳學璨
1510	吳育升
1511	吳志芳
1512	西藏獨
1513	吸收的圖騰
1514	吸血獸
1515	覡
1516	洗腦
1517	系統
1518	系統公告
1519	餼
1520	郤
1521	下賤
1522	下體
1523	薟
1524	躚
1525	鮮族
1526	獫
1527	蜆
1528	峴
1529	現金
1530	現金交易
1531	獻祭的圖騰
1532	鯗
1533	項懷誠
1534	項小吉
1535	嘵
1536	小B樣
1537	小比樣
1538	小參考
1539	小鶏鶏
1540	小泉純一郎
1541	謝長廷
1542	謝深山
1543	謝選駿
1544	謝中之
1545	辛灝年
1546	新觀察論壇
1547	新華舉報
1548	新華內情
1549	新華通論壇
1550	新疆獨
1551	新生網
1552	新手訓練營
1553	新聞出版總署
1554	新聞封鎖
1555	新義安
1556	新語絲
1557	信用危機
1558	邢錚
1559	性愛
1560	性無能
1561	修煉
1562	頊
1563	虛弱圖騰
1564	虛無的飽食者
1565	徐國舅
1566	許財利
1567	許家屯
1568	許信良
1569	諼
1570	薛偉
1571	學潮
1572	學聯
1573	學運
1574	學自聯
1575	澩
1576	閹狗
1577	訁
1578	嚴家其
1579	嚴家祺
1580	閻明複
1581	顔清標
1582	顔慶章
1583	顔射
1584	讞
1585	央視內部晚會
1586	陽具
1587	陽痿
1588	陽物
1589	楊懷安
1590	楊建利
1591	楊巍
1592	楊月清
1593	楊周
1594	姚羅
1595	姚月謙
1596	軺
1597	搖頭丸
1598	藥材商人蘇耐得
1599	藥水
1600	耶穌
1601	野鶏
1602	葉菊蘭
1603	夜話紫禁城
1604	一陀糞
1605	㈠
1606	伊莎貝爾
1607	伊斯蘭
1608	伊斯蘭亞格林尼斯
1609	遺精
1610	議長阿茵斯塔
1611	議員斯格文德
1612	异見人士
1613	异型叛軍
1614	异議人士
1615	易丹軒
1616	意志不堅的圖騰
1617	瘞
1618	陰部
1619	陰唇
1620	陰道
1621	陰蒂
1622	陰戶
1623	陰莖
1624	陰精
1625	陰毛
1626	陰門
1627	陰囊
1628	陰水
1629	淫蕩
1630	淫穢
1631	淫貨
1632	淫賤
1633	尹慶民
1634	引導
1635	隱者之路
1636	鷹眼派氏族
1637	硬直圖騰
1638	憂鬱的艾拉
1639	尤比亞
1640	由喜貴
1641	游蕩的僵尸
1642	游蕩的士兵
1643	游蕩爪牙
1644	游錫坤
1645	游戲管理員
1646	友好的魯德
1647	幼齒
1648	幼龍
1649	于幼軍
1650	余英時
1651	漁夫菲斯曼
1652	輿論
1653	輿論反制
1654	傴
1655	宇明網
1656	齬
1657	飫
1658	鵒
1659	元老蘭提(沃德）
1660	圓滿
1661	緣圈圈
1662	遠志明
1663	月經
1664	韞
1665	雜種
1666	鏨
1667	造愛
1668	則民
1669	擇民
1670	澤夫
1671	澤民
1672	賾
1673	賊民
1674	譖
1675	扎卡維是英雄
1676	驏
1677	張伯笠
1678	張博雅
1679	張鋼
1680	張健
1681	張林
1682	張清芳
1683	張偉國
1684	張溫鷹
1685	張昭富
1686	張志清
1687	章孝嚴
1688	帳號
1689	賬號
1690	招鶏
1691	趙海青
1692	趙建銘
1693	趙南
1694	趙品潞
1695	趙曉微
1696	趙紫陽
1697	貞操
1698	鎮壓
1699	爭鳴論壇
1700	正見網
1701	正義黨論壇
1702	㊣
1703	鄭寶清
1704	鄭麗文
1705	鄭義
1706	鄭餘鎮
1707	鄭源
1708	鄭運鵬
1709	政權
1710	政治反對派
1711	縶
1712	躑
1713	指點江山論壇
1714	騭
1715	觶
1716	躓
1717	中毒的圖騰
1718	中毒圖騰
1719	中俄邊界
1720	中國復興論壇
1721	中國共産黨
1722	中國孤兒院
1723	中國和平
1724	中國論壇
1725	中國社會進步黨
1726	中國社會論壇
1727	中國威脅論
1728	中國問題論壇
1729	中國移動通信
1730	中國真實內容
1731	中國之春
1732	中國猪
1733	中華大地
1734	中華大衆
1735	中華講清
1736	中華民國
1737	中華人民實話實說
1738	中華人民正邪
1739	中華時事
1740	中華養生益智功
1741	中華真實報道
1742	中央電視臺
1743	鐘山風雨論壇
1744	 
1745	周鋒鎖
1746	周守訓 
1747	朱鳳芝
1748	朱立倫
1749	朱溶劑
1750	㈱
1751	猪聾畸
1752	主攻指揮官
1753	主義
1754	助手威爾特
1755	專制
1756	顓
1757	轉化
1758	諑
1759	資本主義
1760	鯔
1761	子宮
1762	自民黨
1763	自由民主論壇
1764	總理
1765	諏
1766	鯫 
1767	躦
1768	纘
1769	作愛
1770	做愛
1771	CAO
1772	K粉
1773	J8
1774	小姐兼职
1775	交媾
1776	西藏314事件
1777	新疆7.5事件
1778	乱伦
1779	毛片
1780	黄片
1781	交配
1782	群交
1783	小姐兼职
1784	茉莉花革命
1785	操你八辈祖宗
1786	fuck
1787	共产党
1788	urban
1789	我操
1790	他妈的
1791	鸡巴
1792	煞笔
1793	傻B
1794	法轮功
1795	江泽民
1796	胡锦涛
1797	温家宝
1798	urban-rivals
1799	rivals
1800	我日
1801	UR
1802	ur
1803	性交
1804	口交
1805	婊子
