number	number	number	number	number	number	number	number
66	1	66	0	0	274	274	2740
67	1	67	0	0	283	283	2830
68	1	68	0	0	292	292	2920
69	1	69	0	0	301	301	3010
70	1	70	0	0	310	310	3100
71	1	71	0	0	321	321	3210
72	1	72	0	0	332	332	3320
73	1	73	0	0	343	343	3430
74	1	74	0	0	354	354	3540
75	1	75	0	0	365	365	3650
76	1	76	0	0	376	376	3760
77	1	77	0	0	387	387	3870
78	1	78	0	0	398	398	3980
79	1	79	0	0	409	409	4090
80	1	80	0	0	420	420	4200
81	1	81	0	0	433	433	4330
82	1	82	0	0	446	446	4460
83	1	83	0	0	459	459	4590
84	1	84	0	0	472	472	4720
85	1	85	0	0	485	485	4850
86	1	86	0	0	498	498	4980
87	1	87	0	0	511	511	5110
88	1	88	0	0	524	524	5240
89	1	89	0	0	537	537	5370
90	1	90	0	0	550	550	5500
91	1	91	0	0	565	565	5650
92	1	92	0	0	580	580	5800
93	1	93	0	0	595	595	5950
94	1	94	0	0	610	610	6100
95	1	95	0	0	625	625	6250
96	1	96	0	0	640	640	6400
97	1	97	0	0	655	655	6550
98	1	98	0	0	670	670	6700
99	1	99	0	0	685	685	6850
100	1	100	0	0	700	700	7000
101	1	101	0	0	718	718	7180
102	1	102	0	0	736	736	7360
103	1	103	0	0	754	754	7540
104	1	104	0	0	772	772	7720
105	1	105	0	0	790	790	7900
106	1	106	0	0	808	808	8080
107	1	107	0	0	826	826	8260
108	1	108	0	0	844	844	8440
109	1	109	0	0	862	862	8620
110	1	110	0	0	880	880	8800
111	1	111	0	0	901	901	9010
112	1	112	0	0	922	922	9220
113	1	113	0	0	943	943	9430
114	1	114	0	0	964	964	9640
115	1	115	0	0	985	985	9850
116	1	116	0	0	1006	1006	10060
117	1	117	0	0	1027	1027	10270
118	1	118	0	0	1048	1048	10480
119	1	119	0	0	1069	1069	10690
120	1	120	0	0	1090	1090	10900
121	1	121	0	0	1114	1114	11140
122	1	122	0	0	1138	1138	11380
123	1	123	0	0	1162	1162	11620
124	1	124	0	0	1186	1186	11860
125	1	125	0	0	1210	1210	12100
126	1	126	0	0	1234	1234	12340
127	1	127	0	0	1258	1258	12580
128	1	128	0	0	1282	1282	12820
129	1	129	0	0	1306	1306	13060
130	1	130	0	0	1330	1330	13300
131	1	131	0	0	1357	1357	13540
132	1	132	0	0	1384	1384	13780
133	1	133	0	0	1411	1411	14020
134	1	134	0	0	1438	1438	14260
135	1	135	0	0	1465	1465	14500
136	1	136	0	0	1492	1492	14740
137	1	137	0	0	1519	1519	14980
138	1	138	0	0	1546	1546	15220
139	1	139	0	0	1573	1573	15460
140	1	140	0	0	1600	1600	15700
141	1	141	0	0	1630	1630	15940
142	1	142	0	0	1660	1660	16180
143	1	143	0	0	1690	1690	16420
144	1	144	0	0	1720	1720	16660
145	1	145	0	0	1750	1750	16900
146	1	146	0	0	1780	1780	17140
147	1	147	0	0	1810	1810	17380
148	1	148	0	0	1840	1840	17620
149	1	149	0	0	1870	1870	17860
150	1	150	0	0	1900	1900	18100
151	1	151	0	0	1934	1934	18340
152	1	152	0	0	1968	1968	18580
153	1	153	0	0	2002	2002	18820
154	1	154	0	0	2036	2036	19060
155	1	155	0	0	2070	2070	19300
156	1	156	0	0	2104	2104	19540
157	1	157	0	0	2138	2138	19780
158	1	158	0	0	2172	2172	20020
159	1	159	0	0	2206	2206	20260
160	1	160	0	0	2240	2240	20500
161	1	161	0	0	2278	2278	20740
162	1	162	0	0	2316	2316	20980
163	1	163	0	0	2354	2354	21220
164	1	164	0	0	2392	2392	21460
165	1	165	0	0	2430	2430	21700
166	1	166	0	0	2468	2468	21940
167	1	167	0	0	2506	2506	22180
168	1	168	0	0	2544	2544	22420
169	1	169	0	0	2582	2582	22660
170	1	170	0	0	2620	2620	22900
171	1	171	0	0	2662	2662	23140
172	1	172	0	0	2704	2704	23380
173	1	173	0	0	2746	2746	23620
174	1	174	0	0	2788	2788	23860
175	1	175	0	0	2830	2830	24100
176	1	176	0	0	2872	2872	24340
177	1	177	0	0	2914	2914	24580
178	1	178	0	0	2956	2956	24820
179	1	179	0	0	2998	2998	25060
180	1	180	0	0	3040	3040	25300
181	1	181	0	0	3086	3086	25540
182	1	182	0	0	3132	3132	25780
183	1	183	0	0	3178	3178	26020
184	1	184	0	0	3224	3224	26260
185	1	185	0	0	3270	3270	26500
186	1	186	0	0	3316	3316	26740
187	1	187	0	0	3362	3362	26980
188	1	188	0	0	3408	3408	27220
189	1	189	0	0	3454	3454	27460
190	1	190	0	0	3500	3500	27700
191	1	191	0	0	3550	3550	27940
192	1	192	0	0	3600	3600	28180
193	1	193	0	0	3650	3650	28420
194	1	194	0	0	3700	3700	28660
195	1	195	0	0	3750	3750	28900
196	1	196	0	0	3800	3800	29140
197	1	197	0	0	3850	3850	29380
198	1	198	0	0	3900	3900	29620
199	1	199	0	0	3950	3950	29860
200	1	200	0	0	4000	4000	30100
201	2	1	0	0	3	1	5
202	2	2	0	0	6	2	10
203	2	3	0	0	9	3	15
204	2	4	0	0	12	4	20
205	2	5	0	0	15	5	25
206	2	6	0	0	18	6	30
207	2	7	0	0	21	7	35
208	2	8	0	0	24	8	40
209	2	9	0	0	27	9	45
210	2	10	0	0	30	10	50
211	2	11	0	0	36	12	60
212	2	12	0	0	42	14	70
213	2	13	0	0	48	16	80
214	2	14	0	0	54	18	90
215	2	15	0	0	60	20	100
216	2	16	0	0	66	22	110
217	2	17	0	0	72	24	120
218	2	18	0	0	78	26	130
219	2	19	0	0	84	28	140
220	2	20	0	0	90	30	150
221	2	21	0	0	99	33	165
222	2	22	0	0	108	36	180
223	2	23	0	0	117	39	195
224	2	24	0	0	126	42	210
225	2	25	0	0	135	45	225
226	2	26	0	0	144	48	240
227	2	27	0	0	153	51	255
228	2	28	0	0	162	54	270
229	2	29	0	0	171	57	285
230	2	30	0	0	180	60	300
231	2	31	0	0	192	64	320
232	2	32	0	0	204	68	340
233	2	33	0	0	216	72	360
234	2	34	0	0	228	76	380
235	2	35	0	0	240	80	400
236	2	36	0	0	252	84	420
237	2	37	0	0	264	88	440
238	2	38	0	0	276	92	460
239	2	39	0	0	288	96	480
240	2	40	0	0	300	100	500
241	2	41	0	0	315	105	525
242	2	42	0	0	330	110	550
243	2	43	0	0	345	115	575
244	2	44	0	0	360	120	600
245	2	45	0	0	375	125	625
246	2	46	0	0	390	130	650
247	2	47	0	0	405	135	675
248	2	48	0	0	420	140	700
249	2	49	0	0	435	145	725
250	2	50	0	0	450	150	750
251	2	51	0	0	471	157	785
252	2	52	0	0	492	164	820
253	2	53	0	0	513	171	855
254	2	54	0	0	534	178	890
255	2	55	0	0	555	185	925
256	2	56	0	0	576	192	960
257	2	57	0	0	597	199	995
258	2	58	0	0	618	206	1030
259	2	59	0	0	639	213	1065
260	2	60	0	0	660	220	1100
261	2	61	0	0	687	229	1145
262	2	62	0	0	714	238	1190
263	2	63	0	0	741	247	1235
264	2	64	0	0	768	256	1280
265	2	65	0	0	795	265	1325
266	2	66	0	0	822	274	1370
267	2	67	0	0	849	283	1415
268	2	68	0	0	876	292	1460
269	2	69	0	0	903	301	1505
270	2	70	0	0	930	310	1550
271	2	71	0	0	963	321	1605
272	2	72	0	0	996	332	1660
273	2	73	0	0	1029	343	1715
274	2	74	0	0	1062	354	1770
275	2	75	0	0	1095	365	1825
276	2	76	0	0	1128	376	1880
277	2	77	0	0	1161	387	1935
278	2	78	0	0	1194	398	1990
279	2	79	0	0	1227	409	2045
280	2	80	0	0	1260	420	2100
281	2	81	0	0	1299	433	2165
282	2	82	0	0	1338	446	2230
283	2	83	0	0	1377	459	2295
284	2	84	0	0	1416	472	2360
285	2	85	0	0	1455	485	2425
286	2	86	0	0	1494	498	2490
287	2	87	0	0	1533	511	2555
288	2	88	0	0	1572	524	2620
289	2	89	0	0	1611	537	2685
290	2	90	0	0	1650	550	2750
291	2	91	0	0	1695	565	2825
292	2	92	0	0	1740	580	2900
293	2	93	0	0	1785	595	2975
294	2	94	0	0	1830	610	3050
295	2	95	0	0	1875	625	3125
296	2	96	0	0	1920	640	3200
297	2	97	0	0	1965	655	3275
298	2	98	0	0	2010	670	3350
299	2	99	0	0	2055	685	3425
300	2	100	0	0	2100	700	3500
301	2	101	0	0	2154	718	3590
302	2	102	0	0	2208	736	3680
303	2	103	0	0	2262	754	3770
304	2	104	0	0	2316	772	3860
305	2	105	0	0	2370	790	3950
306	2	106	0	0	2424	808	4040
307	2	107	0	0	2478	826	4130
308	2	108	0	0	2532	844	4220
309	2	109	0	0	2586	862	4310
310	2	110	0	0	2640	880	4400
311	2	111	0	0	2703	901	4505
312	2	112	0	0	2766	922	4610
313	2	113	0	0	2829	943	4715
314	2	114	0	0	2892	964	4820
315	2	115	0	0	2955	985	4925
316	2	116	0	0	3018	1006	5030
317	2	117	0	0	3081	1027	5135
318	2	118	0	0	3144	1048	5240
319	2	119	0	0	3207	1069	5345
320	2	120	0	0	3270	1090	5450
321	2	121	0	0	3342	1114	5570
322	2	122	0	0	3414	1138	5690
323	2	123	0	0	3486	1162	5810
324	2	124	0	0	3558	1186	5930
325	2	125	0	0	3630	1210	6050
326	2	126	0	0	3702	1234	6170
327	2	127	0	0	3774	1258	6290
328	2	128	0	0	3846	1282	6410
329	2	129	0	0	3918	1306	6530
330	2	130	0	0	3990	1330	6650
331	2	131	0	0	4071	1357	6770
332	2	132	0	0	4152	1384	6890
333	2	133	0	0	4233	1411	7010
334	2	134	0	0	4314	1438	7130
335	2	135	0	0	4395	1465	7250
336	2	136	0	0	4476	1492	7370
337	2	137	0	0	4557	1519	7490
338	2	138	0	0	4638	1546	7610
339	2	139	0	0	4719	1573	7730
340	2	140	0	0	4800	1600	7850
341	2	141	0	0	4890	1630	7970
342	2	142	0	0	4980	1660	8090
343	2	143	0	0	5070	1690	8210
344	2	144	0	0	5160	1720	8330
345	2	145	0	0	5250	1750	8450
346	2	146	0	0	5340	1780	8570
347	2	147	0	0	5430	1810	8690
348	2	148	0	0	5520	1840	8810
349	2	149	0	0	5610	1870	8930
350	2	150	0	0	5700	1900	9050
351	2	151	0	0	5802	1934	9170
352	2	152	0	0	5904	1968	9290
353	2	153	0	0	6006	2002	9410
354	2	154	0	0	6108	2036	9530
355	2	155	0	0	6210	2070	9650
356	2	156	0	0	6312	2104	9770
357	2	157	0	0	6414	2138	9890
358	2	158	0	0	6516	2172	10010
359	2	159	0	0	6618	2206	10130
360	2	160	0	0	6720	2240	10250
361	2	161	0	0	6834	2278	10370
362	2	162	0	0	6948	2316	10490
363	2	163	0	0	7062	2354	10610
364	2	164	0	0	7176	2392	10730
365	2	165	0	0	7290	2430	10850
366	2	166	0	0	7404	2468	10970
367	2	167	0	0	7518	2506	11090
368	2	168	0	0	7632	2544	11210
369	2	169	0	0	7746	2582	11330
370	2	170	0	0	7860	2620	11450
371	2	171	0	0	7986	2662	11570
372	2	172	0	0	8112	2704	11690
373	2	173	0	0	8238	2746	11810
374	2	174	0	0	8364	2788	11930
375	2	175	0	0	8490	2830	12050
376	2	176	0	0	8616	2872	12170
377	2	177	0	0	8742	2914	12290
378	2	178	0	0	8868	2956	12410
379	2	179	0	0	8994	2998	12530
380	2	180	0	0	9120	3040	12650
381	2	181	0	0	9258	3086	12770
382	2	182	0	0	9396	3132	12890
383	2	183	0	0	9534	3178	13010
384	2	184	0	0	9672	3224	13130
385	2	185	0	0	9810	3270	13250
386	2	186	0	0	9948	3316	13370
387	2	187	0	0	10086	3362	13490
388	2	188	0	0	10224	3408	13610
389	2	189	0	0	10362	3454	13730
390	2	190	0	0	10500	3500	13850
391	2	191	0	0	10650	3550	13970
392	2	192	0	0	10800	3600	14090
393	2	193	0	0	10950	3650	14210
394	2	194	0	0	11100	3700	14330
395	2	195	0	0	11250	3750	14450
396	2	196	0	0	11400	3800	14570
397	2	197	0	0	11550	3850	14690
398	2	198	0	0	11700	3900	14810
399	2	199	0	0	11850	3950	14930
400	2	200	0	0	12000	4000	15050
401	3	1	0	0	1	3	5
402	3	2	0	0	2	6	10
403	3	3	0	0	3	9	15
404	3	4	0	0	4	12	20
405	3	5	0	0	5	15	25
406	3	6	0	0	6	18	30
407	3	7	0	0	7	21	35
408	3	8	0	0	8	24	40
409	3	9	0	0	9	27	45
410	3	10	0	0	10	30	50
411	3	11	0	0	12	36	60
412	3	12	0	0	14	42	70
413	3	13	0	0	16	48	80
414	3	14	0	0	18	54	90
415	3	15	0	0	20	60	100
416	3	16	0	0	22	66	110
417	3	17	0	0	24	72	120
418	3	18	0	0	26	78	130
419	3	19	0	0	28	84	140
420	3	20	0	0	30	90	150
421	3	21	0	0	33	99	165
422	3	22	0	0	36	108	180
423	3	23	0	0	39	117	195
424	3	24	0	0	42	126	210
425	3	25	0	0	45	135	225
426	3	26	0	0	48	144	240
427	3	27	0	0	51	153	255
428	3	28	0	0	54	162	270
429	3	29	0	0	57	171	285
430	3	30	0	0	60	180	300
431	3	31	0	0	64	192	320
432	3	32	0	0	68	204	340
433	3	33	0	0	72	216	360
434	3	34	0	0	76	228	380
435	3	35	0	0	80	240	400
436	3	36	0	0	84	252	420
437	3	37	0	0	88	264	440
438	3	38	0	0	92	276	460
439	3	39	0	0	96	288	480
440	3	40	0	0	100	300	500
441	3	41	0	0	105	315	525
442	3	42	0	0	110	330	550
443	3	43	0	0	115	345	575
444	3	44	0	0	120	360	600
445	3	45	0	0	125	375	625
446	3	46	0	0	130	390	650
447	3	47	0	0	135	405	675
448	3	48	0	0	140	420	700
449	3	49	0	0	145	435	725
450	3	50	0	0	150	450	750
451	3	51	0	0	157	471	785
452	3	52	0	0	164	492	820
453	3	53	0	0	171	513	855
454	3	54	0	0	178	534	890
455	3	55	0	0	185	555	925
456	3	56	0	0	192	576	960
457	3	57	0	0	199	597	995
458	3	58	0	0	206	618	1030
459	3	59	0	0	213	639	1065
460	3	60	0	0	220	660	1100
461	3	61	0	0	229	687	1145
462	3	62	0	0	238	714	1190
463	3	63	0	0	247	741	1235
464	3	64	0	0	256	768	1280
465	3	65	0	0	265	795	1325
466	3	66	0	0	274	822	1370
467	3	67	0	0	283	849	1415
468	3	68	0	0	292	876	1460
469	3	69	0	0	301	903	1505
470	3	70	0	0	310	930	1550
471	3	71	0	0	321	963	1605
472	3	72	0	0	332	996	1660
473	3	73	0	0	343	1029	1715
474	3	74	0	0	354	1062	1770
475	3	75	0	0	365	1095	1825
476	3	76	0	0	376	1128	1880
477	3	77	0	0	387	1161	1935
478	3	78	0	0	398	1194	1990
479	3	79	0	0	409	1227	2045
480	3	80	0	0	420	1260	2100
481	3	81	0	0	433	1299	2165
482	3	82	0	0	446	1338	2230
483	3	83	0	0	459	1377	2295
484	3	84	0	0	472	1416	2360
485	3	85	0	0	485	1455	2425
486	3	86	0	0	498	1494	2490
487	3	87	0	0	511	1533	2555
488	3	88	0	0	524	1572	2620
489	3	89	0	0	537	1611	2685
490	3	90	0	0	550	1650	2750
491	3	91	0	0	565	1695	2825
492	3	92	0	0	580	1740	2900
493	3	93	0	0	595	1785	2975
494	3	94	0	0	610	1830	3050
495	3	95	0	0	625	1875	3125
496	3	96	0	0	640	1920	3200
497	3	97	0	0	655	1965	3275
498	3	98	0	0	670	2010	3350
499	3	99	0	0	685	2055	3425
500	3	100	0	0	700	2100	3500
501	3	101	0	0	718	2154	3590
502	3	102	0	0	736	2208	3680
503	3	103	0	0	754	2262	3770
504	3	104	0	0	772	2316	3860
505	3	105	0	0	790	2370	3950
506	3	106	0	0	808	2424	4040
507	3	107	0	0	826	2478	4130
508	3	108	0	0	844	2532	4220
509	3	109	0	0	862	2586	4310
510	3	110	0	0	880	2640	4400
511	3	111	0	0	901	2703	4505
512	3	112	0	0	922	2766	4610
513	3	113	0	0	943	2829	4715
514	3	114	0	0	964	2892	4820
515	3	115	0	0	985	2955	4925
516	3	116	0	0	1006	3018	5030
517	3	117	0	0	1027	3081	5135
518	3	118	0	0	1048	3144	5240
519	3	119	0	0	1069	3207	5345
520	3	120	0	0	1090	3270	5450
521	3	121	0	0	1114	3342	5570
522	3	122	0	0	1138	3414	5690
523	3	123	0	0	1162	3486	5810
524	3	124	0	0	1186	3558	5930
525	3	125	0	0	1210	3630	6050
526	3	126	0	0	1234	3702	6170
527	3	127	0	0	1258	3774	6290
528	3	128	0	0	1282	3846	6410
529	3	129	0	0	1306	3918	6530
530	3	130	0	0	1330	3990	6650
531	3	131	0	0	1357	4071	6770
532	3	132	0	0	1384	4152	6890
533	3	133	0	0	1411	4233	7010
534	3	134	0	0	1438	4314	7130
535	3	135	0	0	1465	4395	7250
536	3	136	0	0	1492	4476	7370
537	3	137	0	0	1519	4557	7490
538	3	138	0	0	1546	4638	7610
539	3	139	0	0	1573	4719	7730
540	3	140	0	0	1600	4800	7850
541	3	141	0	0	1630	4890	7970
542	3	142	0	0	1660	4980	8090
543	3	143	0	0	1690	5070	8210
544	3	144	0	0	1720	5160	8330
545	3	145	0	0	1750	5250	8450
546	3	146	0	0	1780	5340	8570
547	3	147	0	0	1810	5430	8690
548	3	148	0	0	1840	5520	8810
549	3	149	0	0	1870	5610	8930
550	3	150	0	0	1900	5700	9050
551	3	151	0	0	1934	5802	9170
552	3	152	0	0	1968	5904	9290
553	3	153	0	0	2002	6006	9410
554	3	154	0	0	2036	6108	9530
555	3	155	0	0	2070	6210	9650
556	3	156	0	0	2104	6312	9770
557	3	157	0	0	2138	6414	9890
558	3	158	0	0	2172	6516	10010
559	3	159	0	0	2206	6618	10130
560	3	160	0	0	2240	6720	10250
561	3	161	0	0	2278	6834	10370
562	3	162	0	0	2316	6948	10490
563	3	163	0	0	2354	7062	10610
564	3	164	0	0	2392	7176	10730
565	3	165	0	0	2430	7290	10850
566	3	166	0	0	2468	7404	10970
567	3	167	0	0	2506	7518	11090
568	3	168	0	0	2544	7632	11210
569	3	169	0	0	2582	7746	11330
570	3	170	0	0	2620	7860	11450
571	3	171	0	0	2662	7986	11570
572	3	172	0	0	2704	8112	11690
573	3	173	0	0	2746	8238	11810
574	3	174	0	0	2788	8364	11930
575	3	175	0	0	2830	8490	12050
576	3	176	0	0	2872	8616	12170
577	3	177	0	0	2914	8742	12290
578	3	178	0	0	2956	8868	12410
579	3	179	0	0	2998	8994	12530
580	3	180	0	0	3040	9120	12650
581	3	181	0	0	3086	9258	12770
582	3	182	0	0	3132	9396	12890
583	3	183	0	0	3178	9534	13010
584	3	184	0	0	3224	9672	13130
585	3	185	0	0	3270	9810	13250
586	3	186	0	0	3316	9948	13370
587	3	187	0	0	3362	10086	13490
588	3	188	0	0	3408	10224	13610
589	3	189	0	0	3454	10362	13730
590	3	190	0	0	3500	10500	13850
591	3	191	0	0	3550	10650	13970
592	3	192	0	0	3600	10800	14090
593	3	193	0	0	3650	10950	14210
594	3	194	0	0	3700	11100	14330
595	3	195	0	0	3750	11250	14450
596	3	196	0	0	3800	11400	14570
597	3	197	0	0	3850	11550	14690
598	3	198	0	0	3900	11700	14810
599	3	199	0	0	3950	11850	14930
600	3	200	0	0	4000	12000	15050
601	4	1	4	0	0	0	0
602	4	2	8	0	0	0	0
603	4	3	12	0	0	0	0
604	4	4	16	0	0	0	0
605	4	5	20	0	0	0	0
606	4	6	24	0	0	0	0
607	4	7	28	0	0	0	0
608	4	8	32	0	0	0	0
609	4	9	36	0	0	0	0
610	4	10	40	0	0	0	0
611	4	11	48	0	0	0	0
612	4	12	56	0	0	0	0
613	4	13	64	0	0	0	0
614	4	14	72	0	0	0	0
615	4	15	80	0	0	0	0
616	4	16	88	0	0	0	0
617	4	17	96	0	0	0	0
618	4	18	104	0	0	0	0
619	4	19	112	0	0	0	0
620	4	20	120	0	0	0	0
621	4	21	132	0	0	0	0
622	4	22	144	0	0	0	0
623	4	23	156	0	0	0	0
624	4	24	168	0	0	0	0
625	4	25	180	0	0	0	0
626	4	26	192	0	0	0	0
627	4	27	204	0	0	0	0
628	4	28	216	0	0	0	0
629	4	29	228	0	0	0	0
630	4	30	240	0	0	0	0
631	4	31	256	0	0	0	0
632	4	32	272	0	0	0	0
633	4	33	288	0	0	0	0
634	4	34	304	0	0	0	0
635	4	35	320	0	0	0	0
636	4	36	336	0	0	0	0
637	4	37	352	0	0	0	0
638	4	38	368	0	0	0	0
639	4	39	384	0	0	0	0
640	4	40	400	0	0	0	0
641	4	41	420	0	0	0	0
642	4	42	440	0	0	0	0
643	4	43	460	0	0	0	0
644	4	44	480	0	0	0	0
645	4	45	500	0	0	0	0
646	4	46	520	0	0	0	0
647	4	47	540	0	0	0	0
648	4	48	560	0	0	0	0
649	4	49	580	0	0	0	0
650	4	50	600	0	0	0	0
651	4	51	628	0	0	0	0
652	4	52	656	0	0	0	0
653	4	53	684	0	0	0	0
654	4	54	712	0	0	0	0
655	4	55	740	0	0	0	0
656	4	56	768	0	0	0	0
657	4	57	796	0	0	0	0
658	4	58	824	0	0	0	0
659	4	59	852	0	0	0	0
660	4	60	880	0	0	0	0
661	4	61	916	0	0	0	0
662	4	62	952	0	0	0	0
663	4	63	988	0	0	0	0
664	4	64	1024	0	0	0	0
665	4	65	1060	0	0	0	0
666	4	66	1096	0	0	0	0
667	4	67	1132	0	0	0	0
668	4	68	1168	0	0	0	0
669	4	69	1204	0	0	0	0
670	4	70	1240	0	0	0	0
671	4	71	1284	0	0	0	0
672	4	72	1328	0	0	0	0
673	4	73	1372	0	0	0	0
674	4	74	1416	0	0	0	0
675	4	75	1460	0	0	0	0
676	4	76	1504	0	0	0	0
677	4	77	1548	0	0	0	0
678	4	78	1592	0	0	0	0
679	4	79	1636	0	0	0	0
680	4	80	1680	0	0	0	0
681	4	81	1732	0	0	0	0
682	4	82	1784	0	0	0	0
683	4	83	1836	0	0	0	0
684	4	84	1888	0	0	0	0
685	4	85	1940	0	0	0	0
686	4	86	1992	0	0	0	0
687	4	87	2044	0	0	0	0
688	4	88	2096	0	0	0	0
689	4	89	2148	0	0	0	0
690	4	90	2200	0	0	0	0
691	4	91	2260	0	0	0	0
692	4	92	2320	0	0	0	0
693	4	93	2380	0	0	0	0
694	4	94	2440	0	0	0	0
695	4	95	2500	0	0	0	0
696	4	96	2560	0	0	0	0
697	4	97	2620	0	0	0	0
698	4	98	2680	0	0	0	0
699	4	99	2740	0	0	0	0
700	4	100	2800	0	0	0	0
701	4	101	2872	0	0	0	0
702	4	102	2944	0	0	0	0
703	4	103	3016	0	0	0	0
704	4	104	3088	0	0	0	0
705	4	105	3160	0	0	0	0
706	4	106	3232	0	0	0	0
707	4	107	3304	0	0	0	0
708	4	108	3376	0	0	0	0
709	4	109	3448	0	0	0	0
710	4	110	3520	0	0	0	0
711	4	111	3604	0	0	0	0
712	4	112	3688	0	0	0	0
713	4	113	3772	0	0	0	0
714	4	114	3856	0	0	0	0
715	4	115	3940	0	0	0	0
716	4	116	4024	0	0	0	0
717	4	117	4108	0	0	0	0
718	4	118	4192	0	0	0	0
719	4	119	4276	0	0	0	0
720	4	120	4360	0	0	0	0
721	4	121	4456	0	0	0	0
722	4	122	4552	0	0	0	0
723	4	123	4648	0	0	0	0
724	4	124	4744	0	0	0	0
725	4	125	4840	0	0	0	0
726	4	126	4936	0	0	0	0
727	4	127	5032	0	0	0	0
728	4	128	5128	0	0	0	0
729	4	129	5224	0	0	0	0
730	4	130	5320	0	0	0	0
731	4	131	5428	0	0	0	0
732	4	132	5536	0	0	0	0
733	4	133	5644	0	0	0	0
734	4	134	5752	0	0	0	0
735	4	135	5860	0	0	0	0
736	4	136	5968	0	0	0	0
737	4	137	6076	0	0	0	0
738	4	138	6184	0	0	0	0
739	4	139	6292	0	0	0	0
740	4	140	6400	0	0	0	0
741	4	141	6520	0	0	0	0
742	4	142	6640	0	0	0	0
743	4	143	6760	0	0	0	0
744	4	144	6880	0	0	0	0
745	4	145	7000	0	0	0	0
746	4	146	7120	0	0	0	0
747	4	147	7240	0	0	0	0
748	4	148	7360	0	0	0	0
749	4	149	7480	0	0	0	0
750	4	150	7600	0	0	0	0
751	4	151	7736	0	0	0	0
752	4	152	7872	0	0	0	0
753	4	153	8008	0	0	0	0
754	4	154	8144	0	0	0	0
755	4	155	8280	0	0	0	0
756	4	156	8416	0	0	0	0
757	4	157	8552	0	0	0	0
758	4	158	8688	0	0	0	0
759	4	159	8824	0	0	0	0
760	4	160	8960	0	0	0	0
761	4	161	9112	0	0	0	0
762	4	162	9264	0	0	0	0
763	4	163	9416	0	0	0	0
764	4	164	9568	0	0	0	0
765	4	165	9720	0	0	0	0
766	4	166	9872	0	0	0	0
767	4	167	10024	0	0	0	0
768	4	168	10176	0	0	0	0
769	4	169	10328	0	0	0	0
770	4	170	10480	0	0	0	0
771	4	171	10648	0	0	0	0
772	4	172	10816	0	0	0	0
773	4	173	10984	0	0	0	0
774	4	174	11152	0	0	0	0
775	4	175	11320	0	0	0	0
776	4	176	11488	0	0	0	0
777	4	177	11656	0	0	0	0
778	4	178	11824	0	0	0	0
779	4	179	11992	0	0	0	0
780	4	180	12160	0	0	0	0
781	4	181	12344	0	0	0	0
782	4	182	12528	0	0	0	0
783	4	183	12712	0	0	0	0
784	4	184	12896	0	0	0	0
785	4	185	13080	0	0	0	0
786	4	186	13264	0	0	0	0
787	4	187	13448	0	0	0	0
788	4	188	13632	0	0	0	0
789	4	189	13816	0	0	0	0
790	4	190	14000	0	0	0	0
791	4	191	14200	0	0	0	0
792	4	192	14400	0	0	0	0
793	4	193	14600	0	0	0	0
794	4	194	14800	0	0	0	0
795	4	195	15000	0	0	0	0
796	4	196	15200	0	0	0	0
